TimeID,Sea.Level.PressurehPa,VisibilityKm,Wind.Direction,Wind.SpeedKm.h,Gust.SpeedKm.h
689,1023.1,16.1,South,9.3,0
690,1022.4,16.1,Calm,0,0
691,1022.4,16.1,WSW,7.4,0
692,1021.1,16.1,North,0,0
693,1020.5,16.1,Variable,5.6,0
694,1020.2,16.1,WSW,9.3,0
695,1019.5,16.1,SW,5.6,0
696,1019.2,16.1,Variable,11.1,0
697,1018.4,16.1,Variable,7.4,0
698,1019,16.1,Variable,9.3,25.9
699,1018.2,16.1,WSW,14.8,46.3
700,1017.6,16.1,West,14.8,33.3
701,1016.3,14.5,WSW,14.8,27.8
702,1014.7,14.5,Variable,11.1,27.8
703,1013.9,14.5,Variable,11.1,27.8
704,1013.2,14.5,WSW,16.7,25.9
705,1013.4,16.1,North,0,0
706,1013.3,16.1,WSW,13,0
707,1013.8,16.1,SW,16.7,35.2
708,1014.2,16.1,Variable,9.3,0
709,1014.2,16.1,North,0,0
710,1014.2,16.1,WSW,13,0
711,1013.7,16.1,WSW,11.1,0
712,1013.7,16.1,WSW,13,0
713,1013.8,16.1,Variable,5.6,0
714,1013.3,16.1,Variable,7.4,0
715,1013,16.1,North,0,0
716,1013.4,16.1,Variable,9.3,0
717,1013.3,12.9,West,7.4,0
718,1013.6,16.1,Variable,7.4,0
719,1014.4,16.1,Calm,0,0
720,1015.3,16.1,Variable,9.3,0
721,1016.5,16.1,WNW,16.7,0
722,1017.4,16.1,Variable,7.4,0
723,1017.6,16.1,NW,16.7,31.5
724,1017.8,16.1,WNW,18.5,29.6
725,1017.4,16.1,West,14.8,0
726,1016.8,16.1,NW,16.7,40.7
727,1016.6,16.1,NW,14.8,0
728,1017,16.1,WNW,9.3,29.6
729,1017.8,16.1,NW,18.5,27.8
730,1018.4,16.1,NW,16.7,25.9
731,1019.2,16.1,NW,7.4,0
732,1019,16.1,WNW,13,0
733,1019.4,16.1,Calm,0,0
734,1019.2,16.1,Variable,5.6,0
735,1019.2,16.1,North,9.3,0
736,1020,16.1,NE,11.1,0
737,1020.1,16.1,North,7.4,0
738,1020.2,16.1,Calm,0,0
739,1019.5,16.1,NNE,5.6,0
740,1019.2,16.1,SSE,5.6,0
741,1018.3,16.1,Calm,0,0
742,1017.4,16.1,South,9.3,0
743,1017,16.1,Calm,0,0
744,1017,16.1,South,5.6,0
745,1016.6,16.1,Calm,0,0
746,1015.8,16.1,Calm,0,0
747,1015.5,16.1,Variable,5.6,0
748,1015,16.1,WSW,14.8,29.6
749,1013.4,16.1,Variable,11.1,0
750,1012.1,16.1,West,16.7,25.9
751,1010.9,16.1,West,22.2,0
752,1010.1,16.1,WSW,18.5,27.8
753,1009.3,16.1,North,0,0
754,1008.5,16.1,Variable,9.3,0
755,1008.3,16.1,Variable,7.4,0
756,1008.1,16.1,West,9.3,0
757,1007.2,16.1,Variable,5.6,0
758,1006.6,16.1,Variable,7.4,0
759,1005.3,16.1,Calm,0,0
760,1004.9,16.1,Variable,5.6,0
761,1004.8,16.1,WSW,5.6,0
762,1003.1,16.1,Variable,7.4,0
763,1001.5,16.1,Variable,5.6,0
764,1001.4,16.1,North,0,0
765,1000,16.1,Calm,0,0
766,998.9,16.1,West,11.1,0
767,999.2,16.1,West,7.4,0
768,998.4,16.1,West,7.4,0
769,997.9,12.9,WNW,11.1,0
770,997.9,12.9,Variable,9.3,0
771,998,12.9,Variable,7.4,0
772,998.1,11.3,West,14.8,0
773,997.6,12.9,West,18.5,25.9
774,997.5,16.1,Variable,11.1,29.6
775,998,16.1,WNW,16.7,37
776,998.6,16.1,Variable,7.4,29.6
777,999.9,16.1,NW,18.5,33.3
778,1001.5,16.1,NW,22.2,38.9
779,1003.2,16.1,NW,22.2,40.7
780,1004.4,16.1,NW,13,42.6
781,1005.9,16.1,NW,16.7,31.5
782,1006.9,16.1,NW,20.4,40.7
783,1008.6,16.1,NW,16.7,33.3
784,1009.7,16.1,NW,13,27.8
785,1010.2,16.1,WNW,14.8,0
786,1011.3,16.1,NW,18.5,31.5
787,1012.6,16.1,Variable,11.1,0
788,1014,16.1,Variable,7.4,0
789,1014.8,16.1,WNW,18.5,0
790,1015.7,16.1,WNW,13,0
791,1016.8,16.1,Variable,9.3,0
792,1017.8,16.1,Calm,0,0
793,1018.5,16.1,West,9.3,0
794,1018.4,16.1,Variable,11.1,0
795,1018.2,16.1,Variable,5.6,0
796,1018.3,16.1,Variable,5.6,0
797,1018.1,16.1,West,7.4,0
798,1017.3,16.1,WSW,9.3,0
799,1016.7,16.1,West,7.4,0
800,1016.4,16.1,Variable,9.3,29.6
801,1015.9,16.1,WSW,11.1,0
802,1015.7,16.1,Variable,7.4,0
803,1016.1,16.1,Variable,5.6,0
804,1016.4,16.1,WSW,20.4,31.5
805,1016.6,16.1,WSW,20.4,38.9
806,1015.8,16.1,SW,16.7,29.6
807,1015.8,16.1,SW,13,0
808,1015.5,16.1,WSW,16.7,40.7
809,1015.4,16.1,SW,18.5,31.5
810,1015,16.1,Variable,7.4,0
811,1014.8,16.1,WSW,7.4,0
812,1014.5,16.1,Variable,9.3,0
813,1013.8,16.1,Variable,9.3,0
814,1013.7,16.1,WSW,14.8,0
815,1014,16.1,West,11.1,0
816,1014.3,16.1,Variable,9.3,25.9
817,1014.6,16.1,WSW,13,0
818,1014.6,16.1,WSW,13,0
819,1014.8,16.1,Variable,9.3,0
820,1013.9,16.1,West,13,0
821,1013.3,16.1,Variable,9.3,0
822,1012.5,16.1,West,5.6,0
823,1011.6,16.1,West,11.1,0
824,1011.2,16.1,Calm,0,0
825,1011,16.1,Calm,0,0
826,1011.1,16.1,SSE,5.6,0
827,1010.8,16.1,Variable,7.4,0
828,1010,16.1,SSE,9.3,0
829,1010.1,16.1,Calm,0,0
830,1009.8,16.1,WSW,13,0
831,1009.3,16.1,Calm,0,0
832,1008.6,16.1,Variable,7.4,0
833,1008.6,16.1,WSW,11.1,0
834,1008,16.1,WSW,13,31.5
835,1007.4,16.1,West,9.3,0
836,1007.1,16.1,WSW,13,33.3
837,1006.6,16.1,Variable,9.3,0
838,1007.1,16.1,West,13,0
839,1007.1,16.1,Variable,11.1,25.9
840,1007.9,16.1,Variable,9.3,0
841,1008.4,16.1,WSW,13,0
842,1008.8,16.1,Variable,9.3,0
843,1009.2,16.1,WSW,11.1,0
844,1009,16.1,West,9.3,0
845,1009.2,16.1,North,0,0
846,1008.7,16.1,Variable,11.1,0
847,1009.1,16.1,Variable,11.1,0
848,1010,16.1,Variable,5.6,0
849,1011.3,8,Variable,11.1,31.5
850,1011.6,16.1,North,5.6,0
851,1013.2,16.1,WNW,5.6,0
852,1013.8,16.1,Variable,11.1,0
853,1014.9,16.1,Variable,11.1,0
854,1016.1,16.1,Variable,7.4,0
855,1016.3,16.1,Calm,0,0
856,1017.6,16.1,Variable,9.3,0
857,1018.6,16.1,Variable,9.3,0
858,1019.1,16.1,NE,13,0
859,1019.9,16.1,Variable,11.1,0
860,1021,16.1,NNW,11.1,0
861,1021.6,16.1,Calm,0,0
862,1022.2,16.1,Variable,5.6,0
863,1022.5,16.1,Calm,0,0
864,1024,16.1,Variable,7.4,0
865,1026,16.1,WNW,7.4,0
866,1026.7,16.1,WNW,7.4,0
867,1027.1,16.1,Calm,0,0
868,1027.2,16.1,North,11.1,0
869,1027,16.1,Variable,7.4,0
870,1026.4,16.1,Variable,11.1,0
871,1025.6,16.1,ENE,7.4,0
872,1025.8,16.1,Calm,0,0
873,1025.9,16.1,ENE,5.6,0
874,1026.5,16.1,Calm,0,0
875,1027,16.1,Calm,0,0
876,1027.5,16.1,SSE,9.3,0
877,1028.2,16.1,SSE,7.4,0
878,1028.3,16.1,North,0,0
879,1028.3,16.1,Calm,0,0
880,1027,16.1,SW,5.6,0
881,1026.9,16.1,Calm,0,0
882,1025.9,16.1,Calm,0,0
883,1026.2,16.1,South,9.3,0
884,1025.3,16.1,South,11.1,0
885,1024.8,16.1,North,0,0
886,1024.1,16.1,SSE,13,0
887,1023.1,16.1,Variable,7.4,0
888,1022.3,16.1,Variable,11.1,0
889,1023.2,16.1,SE,14.8,0
890,1022.2,9.7,Variable,9.3,0
891,1021,16.1,Variable,9.3,31.5
892,1020.2,16.1,North,0,0
893,1019.9,16.1,South,18.5,37
894,1019.9,14.5,South,11.1,27.8
895,1017.8,16.1,Variable,9.3,40.7
896,1018.2,16.1,South,16.7,40.7
897,1016.3,14.5,South,16.7,38.9
898,1016.1,8,South,16.7,40.7
899,1014.7,8,South,13,40.7
900,1015.1,2.8,South,13,40.7
901,1014.8,3.2,South,13,31.5
902,1014,4,South,18.5,31.5
903,1014.8,2.8,South,14.8,0
904,1014.8,4,South,11.1,0
905,1013.9,3.2,South,11.1,0
906,1014.8,2.4,South,11.1,0
907,1015.1,2.4,South,9.3,0
908,1014.3,1.6,South,11.1,0
909,1014.4,3.2,SSE,7.4,0
910,1013.6,2.4,Variable,5.6,0
911,1014.4,4.8,SSE,9.3,0
912,1014.4,8,Variable,5.6,0
913,1014.1,4,SSE,11.1,0
914,1014.1,6.4,Variable,9.3,0
915,1013.1,8,South,11.1,0
916,1011.3,4.8,Variable,9.3,0
917,1012.4,8,South,22.2,37
918,1010.1,11.3,South,24.1,40.7
919,1010,16.1,North,0,0
920,1011.1,16.1,SW,5.6,0
921,1012,16.1,Calm,0,0
922,1011.9,16.1,Variable,5.6,0
923,1013.1,16.1,Variable,7.4,25.9
924,1012.2,16.1,Calm,0,0
925,1012.1,16.1,SW,5.6,0
926,1012.8,16.1,WSW,7.4,0
927,1011.8,16.1,Variable,7.4,0
928,1011.3,16.1,SW,11.1,25.9
929,1011.7,16.1,Variable,9.3,29.6
930,1010.9,16.1,Variable,11.1,0
931,1011.3,8,WSW,9.3,0
932,1012.4,4,WNW,11.1,0
933,1012.8,4.8,West,5.6,0
934,1011.9,6.4,West,5.6,0
935,1013.4,11.3,Variable,9.3,0
936,1014.4,14.5,NW,18.5,29.6
937,1014,14.5,NW,13,29.6
938,1015.1,16.1,Variable,7.4,29.6
939,1016.1,16.1,NW,14.8,0
940,1015.3,16.1,WNW,9.3,0
941,1016.3,16.1,Variable,5.6,0
942,1016.4,16.1,NW,16.7,31.5
943,1016,16.1,Variable,11.1,0
944,1015.8,16.1,Variable,5.6,0
945,1016.1,16.1,NW,14.8,0
946,1015.8,16.1,Calm,0,0
947,1016.3,16.1,North,13,0
948,1016.8,16.1,Calm,0,0
949,1017.8,16.1,WNW,7.4,0
950,1018.2,16.1,Variable,5.6,0
951,1017.7,16.1,Calm,0,0
952,1018.2,16.1,North,14.8,29.6
953,1018.5,16.1,NE,14.8,0
954,1017.9,16.1,NNE,18.5,33.3
955,1017.8,16.1,NNE,20.4,31.5
956,1018.2,16.1,Variable,9.3,0
957,1017,16.1,NNE,22.2,38.9
958,1017.5,6.4,NE,14.8,37
959,1018.2,3.2,NE,13,0
960,1018.2,3.2,NE,13,0
961,1017.4,2.8,NNE,13,27.8
962,1018.2,3.2,Variable,9.3,27.8
963,1017.8,2.4,NNE,14.8,27.8
964,1017.7,2,Calm,0,0
965,1018.5,1.2,Variable,7.4,0
966,1018.7,12.8,Variable,9.3,35.2
967,1018.7,12.8,North,16.7,27.8
968,1019.6,1.2,NE,22.2,33.3
969,1019.5,12.8,NNE,20.4,37
970,1019.2,12.8,NNE,20.4,35.2
971,1018.8,12.4,NNE,16.7,35.2
972,1018.5,12.4,NE,13,31.5
973,1019.9,12.8,NNE,16.7,29.6
974,1020.2,1.2,North,24.1,46.3
975,1020.5,1.6,NNE,16.7,46.3
976,1019.9,3.2,NNE,14.8,31.5
977,1020.5,2.8,Variable,9.3,0
978,1020.1,1.2,North,0,0
979,1021.2,2.4,Variable,11.1,0
980,1019.5,12.8,North,18.5,33.3
981,1019.1,12.8,Variable,9.3,33.3
982,1019.9,2,Variable,9.3,0
983,1019.5,4,North,22.2,0
984,1018.6,4,North,20.4,33.3
985,1018.8,4.8,Variable,9.3,35.2
986,1018.5,4,WNW,13,0
987,1018.8,6.4,North,0,0
988,1018.2,8,Variable,7.4,0
989,1018.8,16.1,WNW,9.3,0
990,1019.4,16.1,WNW,16.7,29.6
991,1020.5,16.1,WNW,16.7,35.2
992,1021.7,16.1,Variable,7.4,0
993,1023.3,16.1,WNW,20.4,33.3
994,1024.5,16.1,WNW,7.4,0
995,1025.3,16.1,NW,13,33.3
996,1025.8,16.1,NW,18.5,35.2
997,1026.6,16.1,NW,11.1,0
998,1026.8,16.1,Variable,7.4,0
999,1026.5,16.1,WNW,14.8,31.5
1000,1026.8,16.1,NW,16.7,29.6
1001,1027.9,16.1,Calm,0,0
1002,1027.9,16.1,Variable,5.6,0
1003,1027.9,16.1,Variable,5.6,0
1004,1028.6,16.1,West,9.3,0
1005,1028.9,16.1,Variable,5.6,0
1006,1029.6,16.1,Variable,5.6,0
1007,1029.9,16.1,West,7.4,0
1008,1030.2,16.1,West,11.1,0
1009,1030.5,16.1,West,13,0
1010,1029.8,16.1,Calm,0,0
1011,1028.9,16.1,Variable,9.3,0
1012,1027.6,16.1,Variable,9.3,0
1013,1026.8,16.1,Variable,9.3,0
1014,1026,16.1,WSW,14.8,29.6
1015,1025.6,16.1,West,7.4,27.8
1016,1025.5,16.1,North,0,0
1017,1025.5,16.1,Variable,9.3,27.8
1018,1025.6,16.1,SW,11.1,0
1019,1025.6,16.1,SW,13,0
1020,1025.5,16.1,Variable,5.6,0
1021,1025.4,16.1,Variable,11.1,29.6
1022,1025.2,16.1,Variable,11.1,0
1023,1024.5,16.1,WSW,16.7,31.5
1024,1023.7,16.1,Variable,5.6,0
1025,1023.4,16.1,Variable,7.4,0
1026,1023.5,16.1,North,0,0
1027,1022.7,16.1,West,11.1,0
1028,1022.1,16.1,West,5.6,0
1029,1021.9,16.1,Calm,0,0
1030,1022.2,16.1,West,7.4,0
1031,1022.1,16.1,Calm,0,0
1032,1021.9,16.1,Calm,0,0
1033,1021.3,16.1,Calm,0,0
1034,1021,16.1,Variable,5.6,0
1035,1020.3,16.1,Calm,0,0
1036,1019.7,16.1,Variable,5.6,0
1037,1018.6,16.1,ENE,11.1,0
1038,1017.7,16.1,Variable,9.3,0
1039,1017.2,16.1,East,11.1,0
1040,1016.9,16.1,ENE,9.3,0
1041,1016.3,16.1,East,13,0
1042,1016.3,16.1,East,13,0
1043,1015.6,16.1,ENE,14.8,0
1044,1014.8,16.1,ENE,14.8,0
1045,1014.2,16.1,NE,7.4,0
1046,1013.2,16.1,ENE,22.2,33.3
1047,1012.5,16.1,East,24.1,35.2
1048,1010.9,16.1,NE,24.1,33.3
1049,1009.7,16.1,NE,22.2,0
1050,1008,16.1,NE,20.4,37
1051,1007.1,16.1,ENE,25.9,40.7
1052,1008,16.1,ENE,24.1,42.6
1053,1007,16.1,ENE,25.9,40.7
1054,1007.5,16.1,ENE,18.5,31.5
1055,1008.4,16.1,ENE,14.8,33.3
1056,1008.4,16.1,ENE,16.7,29.6
1057,1007.9,16.1,NE,20.4,33.3
1058,1008.4,16.1,ENE,22.2,0
1059,1008.7,16.1,NE,14.8,35.2
1060,1007.9,16.1,NE,20.4,40.7
1061,1009.7,4,East,18.5,27.8
1062,1010,2.4,East,20.4,31.5
1063,1009.4,2,ENE,14.8,31.5
1064,1010.4,12.8,ENE,25.9,38.9
1065,1010.4,2,Variable,7.4,0
1066,1010.4,1.2,Variable,9.3,0
1067,1010,1.2,NNE,14.8,0
1068,1009.2,1.2,NNE,20.4,29.6
1069,1009,1.2,NE,13,0
1070,1008.4,12.8,North,22.2,31.5
1071,1009,1.6,North,14.8,29.6
1072,1008.7,3.2,NNE,18.5,35.2
1073,1008.4,4.8,NE,13,35.2
1074,1008.4,9.7,NNE,16.7,0
1075,1007.3,16.1,NE,16.7,37
1076,1006.7,16.1,NE,18.5,27.8
1077,1006.5,16.1,NNE,20.4,35.2
1078,1006.5,16.1,NE,14.8,27.8
1079,1007.3,16.1,Variable,11.1,0
1080,1008,16.1,NE,13,0
1081,1007.6,14.5,Variable,11.1,0
1082,1008.3,12.9,NE,14.8,25.9
1083,1008.6,16.1,NNE,9.3,0
1084,1009,16.1,Variable,9.3,0
1085,1009,14.5,ENE,9.3,0
1086,1008.7,16.1,NE,11.1,0
1087,1007.9,16.1,NNE,13,0
1088,1008.4,2.8,Variable,9.3,0
1089,1008.4,4,NE,16.7,0
1090,1008.4,6.4,East,13,0
1091,1007.5,12.9,Variable,11.1,0
1092,1006.8,16.1,ENE,14.8,0
1093,1006.6,16.1,ENE,13,0
1094,1006.2,11.3,ESE,11.1,0
1095,1005.4,8,Variable,7.4,0
1096,1004,16.1,NE,13,0
1097,1004.1,16.1,NE,9.3,0
1098,1005.3,16.1,Variable,11.1,0
1099,1005,16.1,Variable,5.6,0
1100,1004.5,16.1,Variable,11.1,0
1101,1003.8,16.1,ENE,13,0
1102,1004.3,16.1,Variable,7.4,0
1103,1003.1,16.1,NE,11.1,0
1104,1002.9,16.1,ENE,13,0
1105,1002.6,16.1,Variable,5.6,0
1106,1002,16.1,Calm,0,0
1107,1001.6,16.1,Calm,0,0
1108,1001.3,16.1,ENE,5.6,0
1109,1001,16.1,Calm,0,0
1110,1001.9,16.1,Calm,0,0
1111,1001.2,16.1,East,5.6,0
1112,1001.7,16.1,Variable,5.6,0
1113,1002.1,16.1,NNE,7.4,0
1114,1002.5,16.1,NE,5.6,0
1115,1002.7,16.1,Calm,0,0
1116,1003.6,16.1,Calm,0,0
1117,1002.9,14.5,Variable,5.6,0
1118,1002.8,16.1,Calm,0,0
1119,1002.4,14.5,Calm,0,0
1120,1002.2,14.5,Calm,0,0
1121,1002,11.3,Calm,0,0
1122,1002.6,9.7,WNW,7.4,0
1123,1002.6,2.8,WNW,5.6,0
1124,1002,3.2,Calm,0,0
1125,1002.6,4,Calm,0,0
1126,1002.6,4.8,WNW,7.4,0
1127,1002.3,4.8,West,5.6,0
1128,1001.7,6.4,West,11.1,0
1129,1002.3,6.4,Variable,5.6,0
1130,1002.3,8,West,7.4,0
1131,1001.7,8,Calm,0,0
1132,1002.3,11.3,Variable,9.3,0
1133,1001.7,12.9,West,13,0
1134,1002.3,14.5,Calm,0,0
1135,1001.9,12.9,Calm,0,0
1136,1002.6,11.3,Variable,5.6,0
1137,1002.1,9.7,West,11.1,0
1138,1002.9,2.8,Variable,5.6,0
1139,1003.3,1.6,West,7.4,0
1140,1003.3,1.6,Variable,11.1,0
1141,1003.3,1.6,West,11.1,0
1142,1002.6,2,West,9.3,0
1143,1003.3,2.8,West,11.1,0
1144,1003.3,3.2,Variable,5.6,0
1145,1003,3.2,North,0,0
1146,1003.6,4.8,Variable,5.6,0
1147,1003.6,6.4,Variable,11.1,0
1148,1003.2,8,Variable,7.4,0
1149,1003.9,9.7,West,9.3,0
1150,1003,12.9,West,14.8,0
1151,1003.3,16.1,Variable,11.1,0
1152,1002.7,16.1,West,14.8,0
1153,1002.2,16.1,North,0,0
1154,1002.5,16.1,West,13,0
1155,1002.9,16.1,West,16.7,29.6
1156,1003.5,16.1,North,0,0
1157,1004.4,16.1,North,0,0
1158,1005.4,16.1,West,13,37
1159,1006.2,16.1,West,14.8,27.8
1160,1006.4,16.1,Variable,7.4,33.3
1161,1006.7,16.1,Variable,5.6,0
1162,1007,16.1,Variable,5.6,0
1163,1007.3,16.1,WSW,11.1,31.5
1164,1007.1,16.1,WNW,14.8,33.3
1165,1007.3,16.1,West,9.3,35.2
1166,1007.6,9.7,West,20.4,35.2
1167,1008.4,9.7,West,20.4,37
1168,1008.7,3.2,WNW,16.7,44.4
1169,1008.1,4,Variable,11.1,31.5
1170,1008.7,8,NW,13,29.6
1171,1008.3,16.1,WNW,18.5,37
1172,1009,16.1,North,0,0
1173,1009.9,16.1,West,14.8,0
1174,1010.9,16.1,NW,13,29.6
1175,1011.9,16.1,WNW,14.8,37
1176,1012.3,16.1,West,22.2,46.3
1177,1012.2,16.1,West,24.1,42.6
1178,1012.6,16.1,WNW,22.2,48.2
1179,1012.4,16.1,WNW,11.1,0
1180,1012.2,16.1,WNW,13,53.7
1181,1012.3,16.1,WNW,18.5,40.7
1182,1012.9,16.1,NW,14.8,40.7
1183,1014,16.1,West,16.7,38.9
1184,1015.2,16.1,North,0,0
1185,1016.7,16.1,WNW,13,37
1186,1018.2,16.1,NW,18.5,40.7
1187,1018.9,16.1,North,0,0
1188,1020,16.1,WNW,22.2,46.3
1189,1021,16.1,WNW,13,31.5
1190,1021.7,16.1,WNW,14.8,35.2
1191,1022.3,16.1,WNW,16.7,38.9
1192,1022.9,16.1,WNW,18.5,33.3
1193,1023,16.1,Variable,11.1,29.6
1194,1023.3,16.1,WNW,13,35.2
1195,1023.7,16.1,WNW,13,25.9
1196,1024.4,16.1,WNW,13,25.9
1197,1024.8,16.1,WNW,14.8,0
1198,1024.5,16.1,WNW,14.8,0
1199,1024.7,16.1,West,11.1,0
1200,1024.8,16.1,West,7.4,0
1201,1023.9,16.1,Variable,7.4,0
1202,1023.1,16.1,Variable,11.1,0
1203,1021.8,16.1,WNW,11.1,0
1204,1020,16.1,WSW,9.3,0
1205,1018.9,16.1,Variable,9.3,0
1206,1017.9,16.1,Variable,7.4,0
1207,1017.1,16.1,Variable,9.3,0
1208,1016.6,16.1,SSW,13,0
1209,1016.2,16.1,Variable,11.1,0
1210,1015.7,16.1,Variable,7.4,0
1211,1015.1,16.1,Variable,11.1,0
1212,1014.4,16.1,Variable,5.6,0
1213,1013.9,16.1,WSW,13,0
1214,1013.6,16.1,Variable,11.1,0
1215,1013.1,16.1,Calm,0,0
1216,1012.5,16.1,Variable,7.4,0
1217,1012,16.1,Variable,7.4,0
1218,1011.3,16.1,Variable,11.1,0
1219,1011,16.1,Variable,7.4,0
1220,1011.4,16.1,West,13,0
1221,1012.2,16.1,West,13,0
1222,1013.2,16.1,NW,14.8,37
1223,1014.6,16.1,WNW,24.1,48.2
1224,1015.3,16.1,NW,24.1,40.7
1225,1016.2,16.1,NW,22.2,35.2
1226,1016.8,16.1,WNW,25.9,51.9
1227,1017.3,16.1,West,16.7,44.4
1228,1017.7,16.1,NW,33.3,53.7
1229,1018.1,16.1,NW,27.8,53.7
1230,1019.2,16.1,West,25.9,51.9
1231,1020.7,16.1,NW,22.2,44.4
1232,1022.1,16.1,NW,27.8,53.7
1233,1023.5,16.1,NW,27.8,57.4
1234,1024.9,16.1,NW,25.9,46.3
1235,1025.8,16.1,NW,14.8,42.6
1236,1026.3,16.1,NW,25.9,57.4
1237,1026.3,16.1,NW,24.1,37
1238,1025.5,16.1,WNW,16.7,38.9
1239,1025.6,16.1,WNW,13,29.6
1240,1026.5,16.1,NW,25.9,42.6
1241,1027.1,16.1,NW,16.7,38.9
1242,1027.4,16.1,Variable,11.1,35.2
1243,1028.3,16.1,Variable,11.1,29.6
1244,1029.2,16.1,NW,14.8,37
1245,1030.7,16.1,NW,25.9,44.4
1246,1032.1,16.1,North,0,0
1247,1033.3,16.1,WNW,20.4,35.2
1248,1033.6,16.1,Variable,11.1,37
1249,1034,16.1,WNW,11.1,27.8
1250,1033.5,16.1,NNW,13,0
1251,1033.1,16.1,North,0,0
1252,1032.9,16.1,NW,11.1,0
1253,1032.4,16.1,Variable,7.4,0
1254,1031.8,16.1,Variable,7.4,0
1255,1031.8,16.1,Calm,0,0
1256,1032.6,16.1,Variable,7.4,0
1257,1033.1,16.1,Variable,9.3,0
1258,1033.5,16.1,NW,9.3,0
1259,1033.5,16.1,Calm,0,0
1260,1034,16.1,Variable,5.6,0
1261,1034.4,16.1,Calm,0,0
1262,1034.2,16.1,Calm,0,0
1263,1034.5,16.1,Calm,0,0
1264,1034.4,16.1,Calm,0,0
1265,1034.7,16.1,WNW,5.6,0
1266,1034.4,16.1,Calm,0,0
1267,1034.1,16.1,NNE,7.4,0
1268,1033.9,16.1,Variable,7.4,0
1269,1033.7,16.1,Variable,9.3,0
1270,1034.2,16.1,Calm,0,0
1271,1034.1,16.1,ESE,9.3,0
1272,1034.3,16.1,North,0,0
1273,1033.3,16.1,Variable,7.4,0
1274,1032.6,16.1,ENE,13,0
1275,1033.1,16.1,ENE,7.4,0
1276,1031.6,14.5,Variable,5.6,0
1277,1030.1,16.1,ENE,11.1,0
1278,1029.7,12.9,ENE,13,0
1279,1029.2,9.7,East,13,0
1280,1029.3,3.2,Variable,9.3,0
1281,1029,2,East,11.1,0
1282,1028.3,12.8,ENE,13,0
1283,1028.3,12.8,ENE,14.8,0
1284,1027.6,12.8,Variable,7.4,0
1285,1027.7,12.8,ENE,11.1,0
1286,1026.5,12.8,ENE,13,0
1287,1026.3,1.6,ENE,11.1,0
1288,1025.6,1.2,Variable,9.3,0
1289,1025.2,1.2,Variable,11.1,0
1290,1025.3,2,ENE,9.3,0
1291,1024.2,4,East,11.1,0
1292,1024.6,4.8,East,16.7,0
1293,1024.3,4.8,ENE,13,0
1294,1023.9,4.8,East,11.1,0
1295,1023.6,4.8,Variable,11.1,0
1296,1022.8,4.8,East,13,0
1297,1023.2,4,ENE,7.4,0
1298,1022.9,3.2,ENE,13,0
1299,1022.9,2.8,ENE,9.3,0
1300,1021.6,2.4,ENE,14.8,0
1301,1021.9,3.2,ENE,13,0
1302,1021.9,2.8,ENE,14.8,0
1303,1021.6,4,ENE,14.8,0
1304,1021.2,4.8,ENE,13,0
1305,1020.2,2.8,ENE,11.1,0
1306,1019.6,3.2,ENE,11.1,0
1307,1019.9,2.4,NE,7.4,0
1308,1019.2,3.2,NE,5.6,0
1309,1018.7,4.8,NE,5.6,0
1310,1018.8,4,NE,7.4,0
1311,1018,2.8,NE,7.4,0
1312,1018.2,2,Variable,5.6,0
1313,1017.3,1.6,Calm,0,0
1314,1017.5,3.2,Variable,7.4,0
1315,1017.5,8,SSE,7.4,0
1316,1016.8,8,SSE,7.4,0
1317,1015.8,11.3,Variable,11.1,0
1318,1015.5,11.3,SSE,16.7,31.5
1319,1014.5,11.3,South,14.8,29.6
1320,1015.1,9.7,SSE,13,31.5
1321,1014.8,9.7,South,14.8,31.5
1322,1013.6,11.3,Variable,9.3,31.5
1323,1014.1,11.3,North,0,0
1324,1012.5,11.3,Variable,11.1,0
1325,1013.1,11.3,Variable,7.4,0
1326,1012.8,11.3,Variable,11.1,27.8
1327,1011.8,9.7,South,13,40.7
1328,1011.7,9.7,Variable,11.1,0
1329,1010.6,9.7,Variable,11.1,37
1330,1011.1,4,Variable,9.3,35.2
1331,1010.7,9.7,Variable,7.4,31.5
1332,1010,2.8,South,13,0
1333,1009.7,1.2,South,20.4,38.9
1334,1008.8,2,South,27.8,46.3
1335,1009.4,4.8,North,0,0
1336,1008.4,8,SSE,14.8,0
1337,1007.1,9.7,North,0,0
1338,1005.3,4.8,Variable,11.1,0
1339,1004,6.4,North,0,0
1340,1003.9,4,SSE,20.4,35.2
1341,1003.6,4.8,SSE,22.2,37
1342,1003.3,4.8,South,16.7,40.7
1343,1002.6,4.8,North,0,0
1344,1001.6,6.4,South,20.4,37
1345,1001.2,2,SSE,24.1,46.3
1346,1000.4,2.4,South,14.8,64.8
1347,1000.9,4.8,SSE,25.9,64.8
1348,1000.2,2.4,South,20.4,48.2
1349,997.9,2.4,SSE,13,46.3
1350,996.6,12.4,Variable,11.1,29.6
1351,996.8,3.2,South,11.1,29.6
1352,996.8,6.4,Calm,0,0
1353,997.5,4,Variable,5.6,0
1354,997.2,2.8,Variable,5.6,0
1355,997.5,4.8,North,0,0
1356,996.7,16.1,Variable,9.3,29.6
1357,998.2,16.1,Variable,11.1,31.5
1358,998.9,16.1,WSW,20.4,35.2
1359,997.9,16.1,Variable,11.1,35.2
1360,999.3,16.1,WSW,16.7,48.2
1361,1000.4,16.1,West,16.7,33.3
1362,1002.3,16.1,Variable,11.1,0
