TimeID,TimeEST,TemperatureC,Dew.PointC,Humidity,Sea.Level.PressurehPa,VisibilityKm,Wind.Direction,Wind.SpeedKm.h,Gust.SpeedKm.h,Precipitationmm,Events,Conditions,WindDirDegrees,DateUTC
684,18:51:00,2.2,-4.4,62,1026,16.1,South,9.3,0,0,NA,Clear,180,2016/1/25 23:51
685,19:51:00,2.2,-5.6,57,1025.7,16.1,Variable,11.1,0,0,NA,Clear,0,2016/1/26 0:51
686,20:51:00,2.2,-6.7,52,1025.3,16.1,Calm,0,0,0,NA,Clear,0,2016/1/26 1:51
687,21:51:00,2.2,-7.8,48,1024.8,16.1,Variable,5.6,0,0,NA,Clear,0,2016/1/26 2:51
688,22:51:00,3.3,-5.6,53,1024.2,16.1,Variable,5.6,0,0,NA,Clear,0,2016/1/26 3:51
689,23:51:00,3.9,-2.8,62,1023.1,16.1,South,9.3,0,0,NA,Clear,180,2016/1/26 4:51
690,0:51:00,4.4,-2.8,60,1022.4,16.1,Calm,0,0,0,NA,Clear,0,2016/1/26 5:51
691,1:51:00,3.9,-2.8,62,1022.4,16.1,WSW,7.4,0,0,NA,Clear,250,2016/1/26 6:51
692,2:51:00,3.9,-3.3,60,1021.1,16.1,North,0,0,0,NA,Clear,0,2016/1/26 7:51
693,3:51:00,3.9,-3.9,57,1020.5,16.1,Variable,5.6,0,0,NA,Clear,0,2016/1/26 8:51
694,4:51:00,3.9,-3.9,57,1020.2,16.1,WSW,9.3,0,0,NA,Clear,250,2016/1/26 9:51
695,5:51:00,4.4,-3.9,55,1019.5,16.1,SW,5.6,0,0,NA,Clear,230,2016/1/26 10:51
696,6:51:00,3.9,-3.3,60,1019.2,16.1,Variable,11.1,0,0,NA,Clear,0,2016/1/26 11:51
697,7:51:00,5,-2.8,57,1018.4,16.1,Variable,7.4,0,0,NA,Clear,0,2016/1/26 12:51
698,8:51:00,5,-1.7,62,1019,16.1,Variable,9.3,25.9,0,NA,Clear,0,2016/1/26 13:51
699,9:51:00,5.6,-1.1,62,1018.2,16.1,WSW,14.8,46.3,0,NA,Overcast,240,2016/1/26 14:51
700,10:51:00,6.1,-1.1,60,1017.6,16.1,West,14.8,33.3,0,NA,Mostly Cloudy,260,2016/1/26 15:51
701,11:51:00,5.6,-1.1,62,1016.3,14.5,WSW,14.8,27.8,0,NA,Mostly Cloudy,250,2016/1/26 16:51
702,12:51:00,6.7,-1.1,58,1014.7,14.5,Variable,11.1,27.8,0,NA,Clear,0,2016/1/26 17:51
703,13:51:00,7.2,-1.1,56,1013.9,14.5,Variable,11.1,27.8,0,NA,Clear,0,2016/1/26 18:51
704,14:51:00,8.3,-1.1,52,1013.2,14.5,WSW,16.7,25.9,0,NA,Clear,250,2016/1/26 19:51
705,15:51:00,8.9,-1.1,50,1013.4,16.1,North,0,0,0,NA,Clear,0,2016/1/26 20:51
706,16:51:00,8.3,-1.1,52,1013.3,16.1,WSW,13,0,0,NA,Partly Cloudy,240,2016/1/26 21:51
707,17:51:00,8.3,-1.1,52,1013.8,16.1,SW,16.7,35.2,0,NA,Clear,220,2016/1/26 22:51
708,18:51:00,7.8,-1.1,54,1014.2,16.1,Variable,9.3,0,0,NA,Clear,0,2016/1/26 23:51
709,19:51:00,8.3,-1.1,52,1014.2,16.1,North,0,0,0,NA,Mostly Cloudy,0,2016/1/27 0:51
710,20:51:00,8.3,-1.1,52,1014.2,16.1,WSW,13,0,0,NA,Clear,240,2016/1/27 1:51
711,21:51:00,8.3,-1.1,52,1013.7,16.1,WSW,11.1,0,0,NA,Mostly Cloudy,250,2016/1/27 2:51
712,22:51:00,8.3,-1.1,52,1013.7,16.1,WSW,13,0,0,NA,Partly Cloudy,250,2016/1/27 3:51
713,23:51:00,8.3,-1.1,52,1013.8,16.1,Variable,5.6,0,0,NA,Scattered Clouds,0,2016/1/27 4:51
714,0:51:00,7.8,-1.1,54,1013.3,16.1,Variable,7.4,0,0,NA,Mostly Cloudy,0,2016/1/27 5:51
715,1:51:00,7.8,-1.1,54,1013,16.1,North,0,0,0,NA,Overcast,0,2016/1/27 6:51
716,2:51:00,7.2,-0.6,58,1013.4,16.1,Variable,9.3,0,0,NA,Overcast,0,2016/1/27 7:51
717,3:51:00,7.2,0,60,1013.3,12.9,West,7.4,0,0,Rain,Light Rain,260,2016/1/27 8:51
718,4:51:00,6.7,-1.1,58,1013.6,16.1,Variable,7.4,0,0,NA,Overcast,0,2016/1/27 9:51
719,5:51:00,6.1,-1.7,58,1014.4,16.1,Calm,0,0,0,NA,Overcast,0,2016/1/27 10:51
720,6:51:00,6.1,-2.8,53,1015.3,16.1,Variable,9.3,0,0,NA,Overcast,0,2016/1/27 11:51
721,7:51:00,5.6,-3.3,53,1016.5,16.1,WNW,16.7,0,0,NA,Mostly Cloudy,290,2016/1/27 12:51
722,8:51:00,5,-3.9,53,1017.4,16.1,Variable,7.4,0,0,NA,Mostly Cloudy,0,2016/1/27 13:51
723,9:51:00,4.4,-5.6,49,1017.6,16.1,NW,16.7,31.5,0,NA,Mostly Cloudy,310,2016/1/27 14:51
724,10:51:00,5,-7.2,41,1017.8,16.1,WNW,18.5,29.6,0,NA,Clear,290,2016/1/27 15:51
725,11:51:00,6.1,-6.7,40,1017.4,16.1,West,14.8,0,0,NA,Clear,280,2016/1/27 16:51
726,12:51:00,6.7,-8.3,34,1016.8,16.1,NW,16.7,40.7,0,NA,Clear,310,2016/1/27 17:51
727,13:51:00,6.7,-8.3,34,1016.6,16.1,NW,14.8,0,0,NA,Clear,310,2016/1/27 18:51
728,14:51:00,6.7,-8.3,34,1017,16.1,WNW,9.3,29.6,0,NA,Partly Cloudy,300,2016/1/27 19:51
729,15:51:00,6.7,-8.9,32,1017.8,16.1,NW,18.5,27.8,0,NA,Clear,310,2016/1/27 20:51
730,16:51:00,5.6,-7.8,38,1018.4,16.1,NW,16.7,25.9,0,NA,Clear,310,2016/1/27 21:51
731,17:51:00,5,-7.2,41,1019.2,16.1,NW,7.4,0,0,NA,Mostly Cloudy,310,2016/1/27 22:51
732,18:51:00,5,-7.8,40,1019,16.1,WNW,13,0,0,NA,Partly Cloudy,300,2016/1/27 23:51
733,19:51:00,3.9,-6.7,46,1019.4,16.1,Calm,0,0,0,NA,Clear,0,2016/1/28 0:51
734,20:51:00,2.8,-6.7,50,1019.2,16.1,Variable,5.6,0,0,NA,Clear,0,2016/1/28 1:51
735,21:51:00,2.8,-6.7,50,1019.2,16.1,North,9.3,0,0,NA,Clear,350,2016/1/28 2:51
736,22:51:00,1.7,-7.2,52,1020,16.1,NE,11.1,0,0,NA,Clear,40,2016/1/28 3:51
737,23:51:00,1.7,-7.8,50,1020.1,16.1,North,7.4,0,0,NA,Clear,10,2016/1/28 4:51
738,0:51:00,1.1,-7.2,54,1020.2,16.1,Calm,0,0,0,NA,Clear,0,2016/1/28 5:51
739,1:51:00,1.1,-8.9,48,1019.5,16.1,NNE,5.6,0,0,NA,Clear,20,2016/1/28 6:51
740,2:51:00,0.6,-7.8,54,1019.2,16.1,SSE,5.6,0,0,NA,Clear,150,2016/1/28 7:51
741,3:51:00,0.6,-8.3,52,1018.3,16.1,Calm,0,0,0,NA,Clear,0,2016/1/28 8:51
742,4:51:00,0.6,-8.9,50,1017.4,16.1,South,9.3,0,0,NA,Clear,190,2016/1/28 9:51
743,5:51:00,1.1,-8.9,48,1017,16.1,Calm,0,0,0,NA,Clear,0,2016/1/28 10:51
744,6:51:00,1.1,-7.2,54,1017,16.1,South,5.6,0,0,NA,Clear,180,2016/1/28 11:51
745,7:51:00,0.6,-5,66,1016.6,16.1,Calm,0,0,0,NA,Clear,0,2016/1/28 12:51
746,8:51:00,2.2,-5,59,1015.8,16.1,Calm,0,0,0,NA,Clear,0,2016/1/28 13:51
747,9:51:00,2.2,-5,59,1015.5,16.1,Variable,5.6,0,0,NA,Clear,0,2016/1/28 14:51
748,10:51:00,3.9,-5,53,1015,16.1,WSW,14.8,29.6,0,NA,Clear,240,2016/1/28 15:51
749,11:51:00,4.4,-6.1,47,1013.4,16.1,Variable,11.1,0,0,NA,Clear,0,2016/1/28 16:51
750,12:51:00,5,-7.8,40,1012.1,16.1,West,16.7,25.9,0,NA,Clear,260,2016/1/28 17:51
751,13:51:00,5,-7.8,40,1010.9,16.1,West,22.2,0,0,NA,Clear,260,2016/1/28 18:51
752,14:51:00,5.6,-6.7,41,1010.1,16.1,WSW,18.5,27.8,0,NA,Clear,250,2016/1/28 19:51
753,15:51:00,5,-7.2,41,1009.3,16.1,North,0,0,0,NA,Clear,0,2016/1/28 20:51
754,16:51:00,4.4,-7.2,43,1008.5,16.1,Variable,9.3,0,0,NA,Clear,0,2016/1/28 21:51
755,17:51:00,4.4,-7.2,43,1008.3,16.1,Variable,7.4,0,0,NA,Clear,0,2016/1/28 22:51
756,18:51:00,5,-6.7,43,1008.1,16.1,West,9.3,0,0,NA,Overcast,260,2016/1/28 23:51
757,19:51:00,4.4,-6.7,45,1007.2,16.1,Variable,5.6,0,0,NA,Clear,0,2016/1/29 0:51
758,20:51:00,4.4,-6.1,47,1006.6,16.1,Variable,7.4,0,0,NA,Mostly Cloudy,0,2016/1/29 1:51
759,21:51:00,3.9,-6.1,49,1005.3,16.1,Calm,0,0,0,NA,Scattered Clouds,0,2016/1/29 2:51
760,22:51:00,3.9,-5.6,50,1004.9,16.1,Variable,5.6,0,0,NA,Overcast,0,2016/1/29 3:51
761,23:51:00,4.4,-5.6,49,1004.8,16.1,WSW,5.6,0,0,NA,Mostly Cloudy,250,2016/1/29 4:51
762,0:51:00,3.9,-6.1,49,1003.1,16.1,Variable,7.4,0,0,NA,Overcast,0,2016/1/29 5:51
763,1:51:00,3.3,-5.6,53,1001.5,16.1,Variable,5.6,0,0,NA,Scattered Clouds,0,2016/1/29 6:51
764,2:51:00,3.3,-5.6,53,1001.4,16.1,North,0,0,0,NA,Clear,0,2016/1/29 7:51
765,3:51:00,2.8,-5.6,54,1000,16.1,Calm,0,0,0,NA,Clear,0,2016/1/29 8:51
766,4:51:00,2.8,-5.6,54,998.9,16.1,West,11.1,0,0,NA,Overcast,280,2016/1/29 9:51
767,5:51:00,2.8,-6.1,52,999.2,16.1,West,7.4,0,0,NA,Mostly Cloudy,280,2016/1/29 10:51
768,6:51:00,1.7,-6.1,57,998.4,16.1,West,7.4,0,0,NA,Clear,270,2016/1/29 11:51
769,7:51:00,1.7,-5.6,59,997.9,12.9,WNW,11.1,0,0,NA,Clear,290,2016/1/29 12:51
770,8:51:00,2.8,-5.6,54,997.9,12.9,Variable,9.3,0,0,NA,Mostly Cloudy,0,2016/1/29 13:51
771,9:51:00,3.3,-5.6,53,998,12.9,Variable,7.4,0,0,NA,Overcast,0,2016/1/29 14:51
772,10:51:00,3.3,-5,55,998.1,11.3,West,14.8,0,0,NA,Overcast,280,2016/1/29 15:51
773,11:51:00,4.4,-4.4,53,997.6,12.9,West,18.5,25.9,0,NA,Scattered Clouds,270,2016/1/29 16:51
774,12:51:00,4.4,-3.3,58,997.5,16.1,Variable,11.1,29.6,0,NA,Overcast,0,2016/1/29 17:51
775,13:51:00,4.4,-4.4,53,998,16.1,WNW,16.7,37,0,NA,Overcast,300,2016/1/29 18:51
776,14:51:00,4.4,-4.4,53,998.6,16.1,Variable,7.4,29.6,0,NA,Overcast,0,2016/1/29 19:51
777,15:51:00,4.4,-4.4,53,999.9,16.1,NW,18.5,33.3,0,NA,Mostly Cloudy,310,2016/1/29 20:51
778,16:51:00,3.9,-7.2,45,1001.5,16.1,NW,22.2,38.9,0,NA,Overcast,310,2016/1/29 21:51
779,17:51:00,3.3,-8.9,41,1003.2,16.1,NW,22.2,40.7,0,NA,Overcast,320,2016/1/29 22:51
780,18:51:00,2.2,-7.8,48,1004.4,16.1,NW,13,42.6,0,NA,Partly Cloudy,320,2016/1/29 23:51
781,19:51:00,1.7,-7.8,50,1005.9,16.1,NW,16.7,31.5,0,NA,Partly Cloudy,310,2016/1/30 0:51
782,20:51:00,1.1,-7.8,52,1006.9,16.1,NW,20.4,40.7,0,NA,Clear,310,2016/1/30 1:51
783,21:51:00,0.6,-8.9,50,1008.6,16.1,NW,16.7,33.3,0,NA,Clear,310,2016/1/30 2:51
784,22:51:00,0,-9.4,50,1009.7,16.1,NW,13,27.8,0,NA,Clear,310,2016/1/30 3:51
785,23:51:00,-0.6,-9.4,52,1010.2,16.1,WNW,14.8,0,0,NA,Clear,290,2016/1/30 4:51
786,0:51:00,-1.7,-10,54,1011.3,16.1,NW,18.5,31.5,0,NA,Clear,310,2016/1/30 5:51
787,1:51:00,-2.2,-10,56,1012.6,16.1,Variable,11.1,0,0,NA,Clear,0,2016/1/30 6:51
788,2:51:00,-2.2,-10,56,1014,16.1,Variable,7.4,0,0,NA,Clear,0,2016/1/30 7:51
789,3:51:00,-2.2,-10,56,1014.8,16.1,WNW,18.5,0,0,NA,Clear,290,2016/1/30 8:51
790,4:51:00,-2.2,-9.4,58,1015.7,16.1,WNW,13,0,0,NA,Clear,290,2016/1/30 9:51
791,5:51:00,-2.2,-9.4,58,1016.8,16.1,Variable,9.3,0,0,NA,Clear,0,2016/1/30 10:51
792,6:51:00,-2.2,-8.9,61,1017.8,16.1,Calm,0,0,0,NA,Clear,0,2016/1/30 11:51
793,7:51:00,-1.7,-8.9,58,1018.5,16.1,West,9.3,0,0,NA,Clear,270,2016/1/30 12:51
794,8:51:00,-1.1,-8.9,56,1018.4,16.1,Variable,11.1,0,0,NA,Clear,0,2016/1/30 13:51
795,9:51:00,-0.6,-8.9,54,1018.2,16.1,Variable,5.6,0,0,NA,Clear,0,2016/1/30 14:51
796,10:51:00,0.6,-8.9,50,1018.3,16.1,Variable,5.6,0,0,NA,Partly Cloudy,0,2016/1/30 15:51
797,11:51:00,1.7,-8.3,48,1018.1,16.1,West,7.4,0,0,NA,Clear,260,2016/1/30 16:51
798,12:51:00,2.2,-8.3,46,1017.3,16.1,WSW,9.3,0,0,NA,Clear,240,2016/1/30 17:51
799,13:51:00,2.8,-8.3,44,1016.7,16.1,West,7.4,0,0,NA,Clear,260,2016/1/30 18:51
800,14:51:00,3.9,-8.3,41,1016.4,16.1,Variable,9.3,29.6,0,NA,Clear,0,2016/1/30 19:51
801,15:51:00,3.9,-8.3,41,1015.9,16.1,WSW,11.1,0,0,NA,Clear,240,2016/1/30 20:51
802,16:51:00,3.3,-8.9,41,1015.7,16.1,Variable,7.4,0,0,NA,Clear,0,2016/1/30 21:51
803,17:51:00,3.9,-10,36,1016.1,16.1,Variable,5.6,0,0,NA,Clear,0,2016/1/30 22:51
804,18:51:00,3.9,-9.4,38,1016.4,16.1,WSW,20.4,31.5,0,NA,Clear,250,2016/1/30 23:51
805,19:51:00,3.9,-8.9,39,1016.6,16.1,WSW,20.4,38.9,0,NA,Clear,250,2016/1/31 0:51
806,20:51:00,3.9,-8.3,41,1015.8,16.1,SW,16.7,29.6,0,NA,Clear,230,2016/1/31 1:51
807,21:51:00,3.3,-7.8,45,1015.8,16.1,SW,13,0,0,NA,Clear,230,2016/1/31 2:51
808,22:51:00,3.3,-6.7,48,1015.5,16.1,WSW,16.7,40.7,0,NA,Clear,250,2016/1/31 3:51
809,23:51:00,2.8,-5.6,54,1015.4,16.1,SW,18.5,31.5,0,NA,Clear,230,2016/1/31 4:51
810,0:51:00,2.8,-5,57,1015,16.1,Variable,7.4,0,0,NA,Clear,0,2016/1/31 5:51
811,1:51:00,2.8,-5,57,1014.8,16.1,WSW,7.4,0,0,NA,Clear,250,2016/1/31 6:51
812,2:51:00,2.8,-4.4,59,1014.5,16.1,Variable,9.3,0,0,NA,Clear,0,2016/1/31 7:51
813,3:51:00,2.8,-4.4,59,1013.8,16.1,Variable,9.3,0,0,NA,Clear,0,2016/1/31 8:51
814,4:51:00,3.3,-4.4,57,1013.7,16.1,WSW,14.8,0,0,NA,Clear,240,2016/1/31 9:51
815,5:51:00,3.3,-4.4,57,1014,16.1,West,11.1,0,0,NA,Clear,260,2016/1/31 10:51
816,6:51:00,3.9,-4.4,55,1014.3,16.1,Variable,9.3,25.9,0,NA,Clear,0,2016/1/31 11:51
817,7:51:00,3.3,-3.9,60,1014.6,16.1,WSW,13,0,0,NA,Clear,250,2016/1/31 12:51
818,8:51:00,4.4,-4.4,53,1014.6,16.1,WSW,13,0,0,NA,Clear,250,2016/1/31 13:51
819,9:51:00,5,-3.9,53,1014.8,16.1,Variable,9.3,0,0,NA,Clear,0,2016/1/31 14:51
820,10:51:00,7.2,-3.9,46,1013.9,16.1,West,13,0,0,NA,Clear,260,2016/1/31 15:51
821,11:51:00,8.9,-3.9,41,1013.3,16.1,Variable,9.3,0,0,NA,Clear,0,2016/1/31 16:51
822,12:51:00,11.1,-3.9,35,1012.5,16.1,West,5.6,0,0,NA,Clear,270,2016/1/31 17:51
823,13:51:00,11.7,-3.9,34,1011.6,16.1,West,11.1,0,0,NA,Clear,260,2016/1/31 18:51
824,14:51:00,12.8,-3.3,33,1011.2,16.1,Calm,0,0,0,NA,Clear,0,2016/1/31 19:51
825,15:51:00,12.8,-2.8,34,1011,16.1,Calm,0,0,0,NA,Clear,0,2016/1/31 20:51
826,16:51:00,9.4,-0.6,50,1011.1,16.1,SSE,5.6,0,0,NA,Clear,160,2016/1/31 21:51
827,17:51:00,8.3,1.1,61,1010.8,16.1,Variable,7.4,0,0,NA,Clear,0,2016/1/31 22:51
828,18:51:00,7.8,2.8,71,1010,16.1,SSE,9.3,0,0,NA,Clear,150,2016/1/31 23:51
829,19:51:00,8.9,2.8,66,1010.1,16.1,Calm,0,0,0,NA,Clear,0,2016/2/1 0:51
830,20:51:00,11.1,1.1,50,1009.8,16.1,WSW,13,0,0,NA,Clear,240,2016/2/1 1:51
831,21:51:00,12.2,1.7,49,1009.3,16.1,Calm,0,0,0,NA,Clear,0,2016/2/1 2:51
832,22:51:00,10.6,1.7,54,1008.6,16.1,Variable,7.4,0,0,NA,Clear,0,2016/2/1 3:51
833,23:51:00,10.6,2.2,56,1008.6,16.1,WSW,11.1,0,0,NA,Clear,250,2016/2/1 4:51
834,0:51:00,10,2.2,59,1008,16.1,WSW,13,31.5,0,NA,Clear,250,2016/2/1 5:51
835,1:51:00,10,1.7,57,1007.4,16.1,West,9.3,0,0,NA,Clear,260,2016/2/1 6:51
836,2:51:00,10,2.2,59,1007.1,16.1,WSW,13,33.3,0,NA,Clear,250,2016/2/1 7:51
837,3:51:00,10,1.7,57,1006.6,16.1,Variable,9.3,0,0,NA,Clear,0,2016/2/1 8:51
838,4:51:00,10,2.2,59,1007.1,16.1,West,13,0,0,NA,Clear,260,2016/2/1 9:51
839,5:51:00,10,2.2,59,1007.1,16.1,Variable,11.1,25.9,0,NA,Clear,0,2016/2/1 10:51
840,6:51:00,9.4,2.2,61,1007.9,16.1,Variable,9.3,0,0,NA,Clear,0,2016/2/1 11:51
841,7:51:00,10,2.2,59,1008.4,16.1,WSW,13,0,0,NA,Clear,240,2016/2/1 12:51
842,8:51:00,10.6,2.2,56,1008.8,16.1,Variable,9.3,0,0,NA,Mostly Cloudy,0,2016/2/1 13:51
843,9:51:00,11.1,2.8,57,1009.2,16.1,WSW,11.1,0,0,NA,Clear,250,2016/2/1 14:51
844,10:51:00,12.8,2.8,51,1009,16.1,West,9.3,0,0,NA,Clear,280,2016/2/1 15:51
845,11:51:00,13.9,3.3,49,1009.2,16.1,North,0,0,0,NA,Clear,0,2016/2/1 16:51
846,12:51:00,15,3.9,48,1008.7,16.1,Variable,11.1,0,0,NA,Partly Cloudy,0,2016/2/1 17:51
847,13:51:00,14.4,3.9,49,1009.1,16.1,Variable,11.1,0,0,NA,Overcast,0,2016/2/1 18:51
848,14:51:00,13.3,2.8,49,1010,16.1,Variable,5.6,0,0,NA,Overcast,0,2016/2/1 19:51
849,15:51:00,11.7,1.1,48,1011.3,8,Variable,11.1,31.5,0,Rain,Light Rain,0,2016/2/1 20:51
850,16:51:00,11.1,0,47,1011.6,16.1,North,5.6,0,0.01,NA,Overcast,350,2016/2/1 21:51
851,17:51:00,11.1,-1.1,43,1013.2,16.1,WNW,5.6,0,0,NA,Overcast,290,2016/2/1 22:51
852,18:51:00,10.6,-2.2,41,1013.8,16.1,Variable,11.1,0,0,NA,Overcast,0,2016/2/1 23:51
853,19:51:00,10,-2.2,43,1014.9,16.1,Variable,11.1,0,0,NA,Scattered Clouds,0,2016/2/2 0:51
854,20:51:00,8.9,-4.4,39,1016.1,16.1,Variable,7.4,0,0,NA,Scattered Clouds,0,2016/2/2 1:51
855,21:51:00,8.3,-4.4,41,1016.3,16.1,Calm,0,0,0,NA,Clear,0,2016/2/2 2:51
856,22:51:00,7.8,-2.8,47,1017.6,16.1,Variable,9.3,0,0,NA,Clear,0,2016/2/2 3:51
857,23:51:00,6.7,-3.9,47,1018.6,16.1,Variable,9.3,0,0,NA,Clear,0,2016/2/2 4:51
858,0:51:00,6.1,-4.4,47,1019.1,16.1,NE,13,0,0,NA,Clear,50,2016/2/2 5:51
859,1:51:00,5.6,-5.6,45,1019.9,16.1,Variable,11.1,0,0,NA,Clear,0,2016/2/2 6:51
860,2:51:00,5,-5,49,1021,16.1,NNW,11.1,0,0,NA,Clear,340,2016/2/2 7:51
861,3:51:00,4.4,-5,51,1021.6,16.1,Calm,0,0,0,NA,Clear,0,2016/2/2 8:51
862,4:51:00,3.9,-5,53,1022.2,16.1,Variable,5.6,0,0,NA,Clear,0,2016/2/2 9:51
863,5:51:00,3.9,-5,53,1022.5,16.1,Calm,0,0,0,NA,Clear,0,2016/2/2 10:51
864,6:51:00,3.9,-5,53,1024,16.1,Variable,7.4,0,0,NA,Clear,0,2016/2/2 11:51
865,7:51:00,3.9,-4.4,55,1026,16.1,WNW,7.4,0,0,NA,Clear,300,2016/2/2 12:51
866,8:51:00,4.4,-3.9,55,1026.7,16.1,WNW,7.4,0,0,NA,Clear,290,2016/2/2 13:51
867,9:51:00,6.1,-3.3,51,1027.1,16.1,Calm,0,0,0,NA,Clear,0,2016/2/2 14:51
868,10:51:00,7.8,-5,40,1027.2,16.1,North,11.1,0,0,NA,Clear,10,2016/2/2 15:51
869,11:51:00,8.9,-4.4,39,1027,16.1,Variable,7.4,0,0,NA,Clear,0,2016/2/2 16:51
870,12:51:00,8.9,-5,37,1026.4,16.1,Variable,11.1,0,0,NA,Clear,0,2016/2/2 17:51
871,13:51:00,9.4,-4.4,38,1025.6,16.1,ENE,7.4,0,0,NA,Clear,60,2016/2/2 18:51
872,14:51:00,9.4,-5,36,1025.8,16.1,Calm,0,0,0,NA,Clear,0,2016/2/2 19:51
873,15:51:00,9.4,-5,36,1025.9,16.1,ENE,5.6,0,0,NA,Clear,60,2016/2/2 20:51
874,16:51:00,8.9,-5.6,36,1026.5,16.1,Calm,0,0,0,NA,Clear,0,2016/2/2 21:51
875,17:51:00,7.8,-4.4,42,1027,16.1,Calm,0,0,0,NA,Clear,0,2016/2/2 22:51
876,18:51:00,7.2,-2.2,52,1027.5,16.1,SSE,9.3,0,0,NA,Clear,160,2016/2/2 23:51
877,19:51:00,7.2,-2.8,49,1028.2,16.1,SSE,7.4,0,0,NA,Clear,150,2016/2/3 0:51
878,20:51:00,6.7,-2.2,53,1028.3,16.1,North,0,0,0,NA,Clear,0,2016/2/3 1:51
879,22:02:00,6.1,-2.2,56,1028.3,16.1,Calm,0,0,0,NA,Clear,0,2016/2/3 3:02
880,22:51:00,6.1,-2.2,56,1027,16.1,SW,5.6,0,0,NA,Clear,220,2016/2/3 3:51
881,23:51:00,6.1,-2.2,56,1026.9,16.1,Calm,0,0,0,NA,Clear,0,2016/2/3 4:51
882,0:51:00,5.6,-1.7,60,1025.9,16.1,Calm,0,0,0,NA,Clear,0,2016/2/3 5:51
883,1:51:00,6.7,-0.6,60,1026.2,16.1,South,9.3,0,0,NA,Clear,170,2016/2/3 6:51
884,2:51:00,6.1,0.6,68,1025.3,16.1,South,11.1,0,0,NA,Partly Cloudy,180,2016/2/3 7:51
885,3:51:00,6.7,1.7,71,1024.8,16.1,North,0,0,0,NA,Overcast,0,2016/2/3 8:51
886,4:51:00,7.2,2.2,71,1024.1,16.1,SSE,13,0,0,NA,Overcast,150,2016/2/3 9:51
887,5:51:00,7.8,2.8,71,1023.1,16.1,Variable,7.4,0,0,NA,Overcast,0,2016/2/3 10:51
888,6:51:00,8.9,3.9,71,1022.3,16.1,Variable,11.1,0,0,NA,Overcast,0,2016/2/3 11:51
889,7:21:00,8.9,3.9,71,1023.2,16.1,SE,14.8,0,0,NA,Overcast,140,2016/2/3 12:21
890,7:51:00,8.9,5,77,1022.2,9.7,Variable,9.3,0,0,Rain,Light Rain,0,2016/2/3 12:51
891,8:51:00,10,6.1,77,1021,16.1,Variable,9.3,31.5,0.01,NA,Overcast,0,2016/2/3 13:51
892,9:33:00,10,6.7,80,1020.2,16.1,North,0,0,0,NA,Overcast,0,2016/2/3 14:33
893,9:51:00,10,6.7,80,1019.9,16.1,South,18.5,37,0,NA,Overcast,170,2016/2/3 14:51
894,10:01:00,10.6,7.2,80,1019.9,14.5,South,11.1,27.8,0,NA,Overcast,180,2016/2/3 15:01
895,10:51:00,11.7,7.8,77,1017.8,16.1,Variable,9.3,40.7,0,NA,Overcast,0,2016/2/3 15:51
896,11:06:00,12.2,8.3,77,1018.2,16.1,South,16.7,40.7,0,NA,Overcast,180,2016/2/3 16:06
897,11:51:00,12.2,8.3,77,1016.3,14.5,South,16.7,38.9,0,NA,Overcast,170,2016/2/3 16:51
898,12:18:00,11.7,8.9,83,1016.1,8,South,16.7,40.7,0,Rain,Light Rain,180,2016/2/3 17:18
899,12:51:00,11.7,9.4,86,1014.7,8,South,13,40.7,0.02,Rain,Light Rain,180,2016/2/3 17:51
900,13:28:00,12.2,10,86,1015.1,2.8,South,13,40.7,0.04,Rain,Light Rain,180,2016/2/3 18:28
901,13:38:00,12.2,10.6,90,1014.8,3.2,South,13,31.5,0.07,Rain,Light Rain,170,2016/2/3 18:38
902,13:51:00,12.8,10.6,86,1014,4,South,18.5,31.5,0.09,Rain,Light Rain,180,2016/2/3 18:51
903,14:28:00,13.3,11.1,87,1014.8,2.8,South,14.8,0,0.07,Rain,Light Rain,180,2016/2/3 19:28
904,14:35:00,13.3,11.1,87,1014.8,4,South,11.1,0,0.09,Rain,Light Rain,170,2016/2/3 19:35
905,14:51:00,13.9,11.7,87,1013.9,3.2,South,11.1,0,0.12,Rain,Light Rain,170,2016/2/3 19:51
906,15:08:00,13.9,11.7,87,1014.8,2.4,South,11.1,0,0.04,Rain,Rain,170,2016/2/3 20:08
907,15:31:00,13.9,12.2,89,1015.1,2.4,South,9.3,0,0.11,Rain,Rain,170,2016/2/3 20:31
908,15:51:00,13.9,12.2,89,1014.3,1.6,South,11.1,0,0.2,Rain,Rain,170,2016/2/3 20:51
909,16:43:00,13.3,11.7,90,1014.4,3.2,SSE,7.4,0,0.19,Rain,Rain,150,2016/2/3 21:43
910,16:51:00,13.3,11.7,90,1013.6,2.4,Variable,5.6,0,0.22,Rain,Rain,0,2016/2/3 21:51
911,16:58:00,13.3,11.7,90,1014.4,4.8,SSE,9.3,0,0.01,Rain,Light Rain,150,2016/2/3 21:58
912,17:08:00,13.3,11.7,90,1014.4,8,Variable,5.6,0,0.01,Rain,Light Rain,0,2016/2/3 22:08
913,17:27:00,13.3,12.2,93,1014.1,4,SSE,11.1,0,0.04,Rain,Light Rain,150,2016/2/3 22:27
914,17:35:00,13.3,12.2,93,1014.1,6.4,Variable,9.3,0,0.05,Rain,Light Rain,0,2016/2/3 22:35
915,17:51:00,13.3,12.2,93,1013.1,8,South,11.1,0,0.05,NA,Overcast,180,2016/2/3 22:51
